date,ticker,name,close,prev_close,adj_factor,volume
2026-05-21,285A,キオクシア,10627.36,10400.0,0.82,4803729
2026-05-21,5803,フジクラ,13980.88,14200.0,0.7,3858400
2026-05-21,6857,アドバンテスト,12708.81,12800.0,2.1,6062114
2026-05-21,9984,ソフトバンクG,16351.22,16200.0,3.0,5493849
2026-05-21,8035,東京エレクトロン,31359.5,31500.0,1.4,1832843
2026-05-21,9983,ファーストリテイリング,50537.02,51000.0,2.7,6030456
2026-05-21,6920,レーザーテック,24376.25,24500.0,0.9,7113326
2026-05-21,7203,トヨタ自動車,3229.59,3200.0,1.0,4795439
2026-05-21,6098,リクルート,9842.16,9800.0,1.0,2026035
2026-05-21,4063,信越化学,6590.65,6500.0,1.0,4303089
2026-05-21,4519,中外製薬,7049.91,7100.0,1.0,1295252
2026-05-21,9433,KDDI,5100.12,4950.0,1.0,7338181
2026-05-22,285A,キオクシア,10702.83,10627.36,0.82,3644907
2026-05-22,5803,フジクラ,13573.02,13980.88,0.7,7516388
2026-05-22,6857,アドバンテスト,12589.45,12708.81,2.1,6319613
2026-05-22,9984,ソフトバンクG,16482.24,16351.22,3.0,2212652
2026-05-22,8035,東京エレクトロン,30961.25,31359.5,1.4,4406072
2026-05-22,9983,ファーストリテイリング,50536.08,50537.02,2.7,4655028
2026-05-22,6920,レーザーテック,24242.94,24376.25,0.9,3164609
2026-05-22,7203,トヨタ自動車,3226.17,3229.59,1.0,3523124
2026-05-22,6098,リクルート,9705.16,9842.16,1.0,7979514
2026-05-22,4063,信越化学,6412.47,6590.65,1.0,6879299
2026-05-22,4519,中外製薬,7094.83,7049.91,1.0,7466189
2026-05-22,9433,KDDI,5107.28,5100.12,1.0,7041545
2026-05-25,285A,キオクシア,10947.35,10702.83,0.82,5373153
2026-05-25,5803,フジクラ,13314.0,13573.02,0.7,3620135
2026-05-25,6857,アドバンテスト,12619.49,12589.45,2.1,2224571
2026-05-25,9984,ソフトバンクG,16453.52,16482.24,3.0,3116474
2026-05-25,8035,東京エレクトロン,31236.27,30961.25,1.4,5165612
2026-05-25,9983,ファーストリテイリング,49766.41,50536.08,2.7,2100491
2026-05-25,6920,レーザーテック,24076.66,24242.94,0.9,7610701
2026-05-25,7203,トヨタ自動車,3223.93,3226.17,1.0,2481053
2026-05-25,6098,リクルート,9765.6,9705.16,1.0,2841553
2026-05-25,4063,信越化学,6400.8,6412.47,1.0,5219930
2026-05-25,4519,中外製薬,7081.45,7094.83,1.0,735721
2026-05-25,9433,KDDI,5112.72,5107.28,1.0,2734456
2026-05-26,285A,キオクシア,10897.55,10947.35,0.82,1174918
2026-05-26,5803,フジクラ,13520.28,13314.0,0.7,4958283
2026-05-26,6857,アドバンテスト,12561.29,12619.49,2.1,5543863
2026-05-26,9984,ソフトバンクG,16798.15,16453.52,3.0,2347234
2026-05-26,8035,東京エレクトロン,31513.66,31236.27,1.4,1537517
2026-05-26,9983,ファーストリテイリング,50120.04,49766.41,2.7,1897202
2026-05-26,6920,レーザーテック,24014.75,24076.66,0.9,5074646
2026-05-26,7203,トヨタ自動車,3189.91,3223.93,1.0,2457859
2026-05-26,6098,リクルート,9697.56,9765.6,1.0,7834365
2026-05-26,4063,信越化学,6487.83,6400.8,1.0,7279331
2026-05-26,4519,中外製薬,7205.91,7081.45,1.0,4241567
2026-05-26,9433,KDDI,5172.28,5112.72,1.0,948422
2026-05-27,285A,キオクシア,10715.27,10897.55,0.82,3555577
2026-05-27,5803,フジクラ,13479.7,13520.28,0.7,5207644
2026-05-27,6857,アドバンテスト,12604.13,12561.29,2.1,3587422
2026-05-27,9984,ソフトバンクG,16520.43,16798.15,3.0,6023078
2026-05-27,8035,東京エレクトロン,31819.33,31513.66,1.4,3345519
2026-05-27,9983,ファーストリテイリング,49920.41,50120.04,2.7,6081704
2026-05-27,6920,レーザーテック,24422.06,24014.75,0.9,2004210
2026-05-27,7203,トヨタ自動車,3258.01,3189.91,1.0,2507805
2026-05-27,6098,リクルート,9589.2,9697.56,1.0,5504675
2026-05-27,4063,信越化学,6462.69,6487.83,1.0,1853129
2026-05-27,4519,中外製薬,7208.74,7205.91,1.0,6674328
2026-05-27,9433,KDDI,5078.13,5172.28,1.0,3400652
2026-05-28,285A,キオクシア,10875.37,10715.27,0.82,6468712
2026-05-28,5803,フジクラ,13570.8,13479.7,0.7,5534687
2026-05-28,6857,アドバンテスト,12756.09,12604.13,2.1,1764057
2026-05-28,9984,ソフトバンクG,16694.28,16520.43,3.0,3146962
2026-05-28,8035,東京エレクトロン,31319.23,31819.33,1.4,823839
2026-05-28,9983,ファーストリテイリング,49814.98,49920.41,2.7,2162815
2026-05-28,6920,レーザーテック,24646.68,24422.06,0.9,2220440
2026-05-28,7203,トヨタ自動車,3308.67,3258.01,1.0,7398210
2026-05-28,6098,リクルート,9616.48,9589.2,1.0,2170763
2026-05-28,4063,信越化学,6641.12,6462.69,1.0,5840451
2026-05-28,4519,中外製薬,7132.7,7208.74,1.0,5831042
2026-05-28,9433,KDDI,5116.16,5078.13,1.0,4254427
2026-05-29,285A,キオクシア,10814.01,10875.37,0.82,6884232
2026-05-29,5803,フジクラ,13639.99,13570.8,0.7,4975091
2026-05-29,6857,アドバンテスト,13000.31,12756.09,2.1,6726638
2026-05-29,9984,ソフトバンクG,16844.85,16694.28,3.0,7452980
2026-05-29,8035,東京エレクトロン,31757.72,31319.23,1.4,3235804
2026-05-29,9983,ファーストリテイリング,49443.57,49814.98,2.7,1500873
2026-05-29,6920,レーザーテック,25160.36,24646.68,0.9,2203574
2026-05-29,7203,トヨタ自動車,3269.08,3308.67,1.0,7926620
2026-05-29,6098,リクルート,9622.72,9616.48,1.0,3798840
2026-05-29,4063,信越化学,6618.03,6641.12,1.0,5171885
2026-05-29,4519,中外製薬,7219.73,7132.7,1.0,7645206
2026-05-29,9433,KDDI,5160.29,5116.16,1.0,784988
2026-06-01,285A,キオクシア,10844.21,10814.01,0.82,6126814
2026-06-01,5803,フジクラ,13726.8,13639.99,0.7,2673605
2026-06-01,6857,アドバンテスト,12902.14,13000.31,2.1,5401959
2026-06-01,9984,ソフトバンクG,16808.54,16844.85,3.0,6944180
2026-06-01,8035,東京エレクトロン,32228.98,31757.72,1.4,5024900
2026-06-01,9983,ファーストリテイリング,48728.86,49443.57,2.7,2236462
2026-06-01,6920,レーザーテック,24818.98,25160.36,0.9,3905010
2026-06-01,7203,トヨタ自動車,3262.76,3269.08,1.0,5989107
2026-06-01,6098,リクルート,9760.87,9622.72,1.0,4220456
2026-06-01,4063,信越化学,6567.7,6618.03,1.0,7557308
2026-06-01,4519,中外製薬,7243.92,7219.73,1.0,5385770
2026-06-01,9433,KDDI,5124.95,5160.29,1.0,4261495
2026-06-02,285A,キオクシア,10847.04,10844.21,0.82,5270552
2026-06-02,5803,フジクラ,13922.09,13726.8,0.7,6270189
2026-06-02,6857,アドバンテスト,12743.98,12902.14,2.1,1741257
2026-06-02,9984,ソフトバンクG,17041.28,16808.54,3.0,7190390
2026-06-02,8035,東京エレクトロン,32834.55,32228.98,1.4,7122955
2026-06-02,9983,ファーストリテイリング,48693.26,48728.86,2.7,1738551
2026-06-02,6920,レーザーテック,24494.26,24818.98,0.9,7971158
2026-06-02,7203,トヨタ自動車,3236.82,3262.76,1.0,5819059
2026-06-02,6098,リクルート,9751.08,9760.87,1.0,4207622
2026-06-02,4063,信越化学,6516.37,6567.7,1.0,2065865
2026-06-02,4519,中外製薬,7251.69,7243.92,1.0,4680584
2026-06-02,9433,KDDI,5123.76,5124.95,1.0,7695824
2026-06-03,285A,キオクシア,10833.22,10847.04,0.82,821375
2026-06-03,5803,フジクラ,14431.85,13922.09,0.7,6968238
2026-06-03,6857,アドバンテスト,13063.55,12743.98,2.1,4905614
2026-06-03,9984,ソフトバンクG,17174.64,17041.28,3.0,6817350
2026-06-03,8035,東京エレクトロン,33467.43,32834.55,1.4,6057458
2026-06-03,9983,ファーストリテイリング,48567.5,48693.26,2.7,4476725
2026-06-03,6920,レーザーテック,24530.05,24494.26,0.9,6987065
2026-06-03,7203,トヨタ自動車,3219.84,3236.82,1.0,5929524
2026-06-03,6098,リクルート,9846.85,9751.08,1.0,5204058
2026-06-03,4063,信越化学,6502.22,6516.37,1.0,1684010
2026-06-03,4519,中外製薬,7371.71,7251.69,1.0,1320526
2026-06-03,9433,KDDI,5089.61,5123.76,1.0,4923734
2026-06-04,285A,キオクシア,10848.92,10833.22,0.82,1537488
2026-06-04,5803,フジクラ,14582.74,14431.85,0.7,1329959
2026-06-04,6857,アドバンテスト,13194.44,13063.55,2.1,5473306
2026-06-04,9984,ソフトバンクG,17790.91,17174.64,3.0,1012163
2026-06-04,8035,東京エレクトロン,33848.44,33467.43,1.4,1521259
2026-06-04,9983,ファーストリテイリング,50423.93,48567.5,2.7,1162174
2026-06-04,6920,レーザーテック,24777.17,24530.05,0.9,762149
2026-06-04,7203,トヨタ自動車,3220.64,3219.84,1.0,2002535
2026-06-04,6098,リクルート,10078.85,9846.85,1.0,5806086
2026-06-04,4063,信越化学,6499.13,6502.22,1.0,2447810
2026-06-04,4519,中外製薬,7364.05,7371.71,1.0,4683696
2026-06-04,9433,KDDI,5173.49,5089.61,1.0,6024079
2026-06-05,285A,キオクシア,10856.86,10848.92,0.82,2185859
2026-06-05,5803,フジクラ,14422.67,14582.74,0.7,4292175
2026-06-05,6857,アドバンテスト,13291.2,13194.44,2.1,2094915
2026-06-05,9984,ソフトバンクG,17771.6,17790.91,3.0,2488702
2026-06-05,8035,東京エレクトロン,34139.64,33848.44,1.4,4028393
2026-06-05,9983,ファーストリテイリング,50928.65,50423.93,2.7,7293782
2026-06-05,6920,レーザーテック,25196.62,24777.17,0.9,5997908
2026-06-05,7203,トヨタ自動車,3240.08,3220.64,1.0,3167885
2026-06-05,6098,リクルート,10140.31,10078.85,1.0,7487194
